Timestamp,Source IP,Destination IP,Source Port,Destination Port,Sequence Number,Ack Number,TCP Flags,Window Size,Payload Size,Application
1740860979.448287,34.120.208.123,10.0.0.13,443,50090,6161,10006,0x0018,1023,109,Web Browsing (Firefox)
1740860979.448287,34.120.208.123,10.0.0.13,443,50090,6236,10006,0x0018,1023,253,Web Browsing (Firefox)
1740860979.448501,34.120.208.123,10.0.0.13,443,50090,6455,10006,0x0018,1023,80,Web Browsing (Firefox)
1740860979.449093,10.0.0.13,34.120.208.123,50090,443,10006,6501,0x0018,255,80,Web Browsing (Firefox)
1740860980.425731,10.0.0.13,34.120.208.123,50090,443,10052,6501,0x0018,255,189,Web Browsing (Firefox)
1740860980.425851,10.0.0.13,34.120.208.123,50090,443,10207,6501,0x0018,255,1463,Web Browsing (Firefox)
1740860980.675171,34.120.208.123,10.0.0.13,443,50090,6501,11636,0x0018,1018,109,Web Browsing (Firefox)
1740860980.675171,34.120.208.123,10.0.0.13,443,50090,6576,11636,0x0018,1018,208,Web Browsing (Firefox)
1740860980.675171,34.120.208.123,10.0.0.13,443,50090,6750,11636,0x0018,1018,80,Web Browsing (Firefox)
1740860980.675649,10.0.0.13,34.120.208.123,50090,443,11636,6796,0x0018,254,80,Web Browsing (Firefox)
1740860980.86609,142.250.75.66,10.0.0.13,443,50098,1,1,0x0010,1053,2856,Web Browsing (Firefox)
1740860980.86609,142.250.75.66,10.0.0.13,443,50098,2823,1,0x0018,1053,1249,Web Browsing (Firefox)
1740860980.867019,10.0.0.13,142.250.75.66,50098,443,1,4038,0x0018,255,127,Web Browsing (Firefox)
1740860980.869644,142.250.75.66,10.0.0.13,443,50099,1,1,0x0010,1053,2856,Web Browsing (Firefox)
1740860980.869644,142.250.75.66,10.0.0.13,443,50099,2823,1,0x0018,1053,1248,Web Browsing (Firefox)
1740860980.87047,10.0.0.13,142.250.75.66,50099,443,1,4037,0x0018,255,127,Web Browsing (Firefox)
1740860980.87335,142.250.75.66,10.0.0.13,443,50098,4038,94,0x0018,1053,329,Web Browsing (Firefox)
1740860980.87335,142.250.75.66,10.0.0.13,443,50098,4333,94,0x0018,1053,103,Web Browsing (Firefox)
1740860980.877538,142.250.75.66,10.0.0.13,443,50099,4037,94,0x0018,1053,329,Web Browsing (Firefox)
1740860980.877538,142.250.75.66,10.0.0.13,443,50099,4332,94,0x0018,1053,103,Web Browsing (Firefox)
1740860980.941298,10.0.0.13,142.250.75.66,50098,443,94,4402,0x0018,254,133,Web Browsing (Firefox)
1740860980.941376,10.0.0.13,142.250.75.66,50098,443,193,4402,0x0018,254,438,Web Browsing (Firefox)
1740860980.942137,10.0.0.13,142.250.75.66,50098,443,597,4402,0x0018,254,72,Web Browsing (Firefox)
1740860980.943745,10.0.0.13,142.250.75.66,50099,443,94,4401,0x0018,254,150,Web Browsing (Firefox)
1740860980.944678,10.0.0.13,142.250.75.66,50099,443,210,4401,0x0018,254,65,Web Browsing (Firefox)
1740860980.946531,142.250.75.66,10.0.0.13,443,50098,4402,635,0x0018,1051,72,Web Browsing (Firefox)
1740860980.951936,142.250.75.66,10.0.0.13,443,50099,4401,241,0x0018,1053,72,Web Browsing (Firefox)
1740860981.004874,142.250.75.66,10.0.0.13,443,50098,4440,635,0x0018,1051,420,Web Browsing (Firefox)
1740860981.00688,142.250.75.66,10.0.0.13,443,50098,4826,635,0x0018,1051,72,Web Browsing (Firefox)
1740860981.00688,142.250.75.66,10.0.0.13,443,50098,4864,635,0x0018,1051,80,Web Browsing (Firefox)
1740860981.007673,10.0.0.13,142.250.75.66,50098,443,635,4910,0x0018,252,80,Web Browsing (Firefox)
1741038374.050537,162.159.133.234,10.0.0.13,443,49195,1,1,0x0018,15,84,Video Streaming (YouTube)
1740860782.655343,10.0.0.13,20.190.147.8,49745,443,1,1,0x0018,255,326,Audio Streaming (Spotify)
1740860782.655515,10.0.0.13,20.190.147.8,49745,443,293,1,0x0018,255,6639,Audio Streaming (Spotify)
1740860782.870231,20.190.147.8,10.0.0.13,443,49745,1,6898,0x0010,16386,16966,Audio Streaming (Spotify)
1740860782.870231,20.190.147.8,10.0.0.13,443,49745,16933,6898,0x0018,16386,499,Audio Streaming (Spotify)
1740860783.287197,10.0.0.13,72.25.64.32,49930,443,1,1,0x0018,255,238,Audio Streaming (Spotify)
1740860783.477021,10.0.0.13,204.79.197.203,49931,443,1,1,0x0018,255,1788,Audio Streaming (Spotify)
1740860783.484094,204.79.197.203,10.0.0.13,443,49931,1,1755,0x0018,16386,133,Audio Streaming (Spotify)
1740860783.484846,10.0.0.13,204.79.197.203,49931,443,1755,100,0x0018,255,634,Audio Streaming (Spotify)
1740860783.492958,204.79.197.203,10.0.0.13,443,49931,100,2355,0x0010,16383,5678,Audio Streaming (Spotify)
1740860783.492958,204.79.197.203,10.0.0.13,443,49931,5744,2355,0x0018,16383,421,Audio Streaming (Spotify)
1740860783.495136,10.0.0.13,204.79.197.203,49931,443,2355,6131,0x0018,255,108,Audio Streaming (Spotify)
1740860783.500552,204.79.197.203,10.0.0.13,443,49931,6131,2429,0x0018,16383,493,Audio Streaming (Spotify)
1740860783.500552,204.79.197.203,10.0.0.13,443,49931,6590,2429,0x0018,16383,96,Audio Streaming (Spotify)
1740860783.516135,72.25.64.32,10.0.0.13,443,49930,1,205,0x0018,511,1254,Audio Streaming (Spotify)
1740860783.516135,72.25.64.32,10.0.0.13,443,49930,1221,205,0x0018,511,1254,Audio Streaming (Spotify)
1740860783.516135,72.25.64.32,10.0.0.13,443,49930,2441,205,0x0018,511,933,Audio Streaming (Spotify)
1740860783.516135,72.25.64.32,10.0.0.13,443,49930,3340,205,0x0018,511,376,Audio Streaming (Spotify)
1740860783.519025,10.0.0.13,72.25.64.32,49930,443,205,3682,0x0018,255,216,Audio Streaming (Spotify)
1740860783.74599,72.25.64.32,10.0.0.13,443,49930,3682,387,0x0018,511,40,Audio Streaming (Spotify)
1740860783.74599,72.25.64.32,10.0.0.13,443,49930,3688,387,0x0018,511,135,Audio Streaming (Spotify)
1740860783.746869,10.0.0.13,72.25.64.32,49930,443,387,3789,0x0018,255,407,Audio Streaming (Spotify)
1740860783.747002,10.0.0.13,72.25.64.32,49930,443,760,3789,0x0018,255,1047,Audio Streaming (Spotify)
1740860783.983505,72.25.64.32,10.0.0.13,443,49930,3789,1773,0x0018,513,423,Audio Streaming (Spotify)
1740860783.98372,10.0.0.13,72.25.64.32,49930,443,1773,4178,0x0018,254,119,Audio Streaming (Spotify)
1740860783.983969,72.25.64.32,10.0.0.13,443,49930,4178,1773,0x0011,513,119,Audio Streaming (Spotify)
1740860784.240398,10.0.0.13,18.198.97.72,49933,443,1,1,0x0018,255,244,Audio Streaming (Spotify)
1740860784.277092,10.0.0.13,72.25.64.32,49932,443,1,1,0x0018,255,238,Audio Streaming (Spotify)
1740860784.31051,18.198.97.72,10.0.0.13,443,49933,1,211,0x0010,110,4267,Audio Streaming (Spotify)
1740860784.31051,18.198.97.72,10.0.0.13,443,49933,4234,211,0x0018,110,40,Audio Streaming (Spotify)
1740860784.315269,10.0.0.13,18.198.97.72,49933,443,211,4239,0x0018,255,127,Audio Streaming (Spotify)
1740860784.383905,18.198.97.72,10.0.0.13,443,49933,4239,304,0x0018,110,238,Audio Streaming (Spotify)
1740860784.383905,18.198.97.72,10.0.0.13,443,49933,4443,304,0x0018,110,103,Audio Streaming (Spotify)
1740860784.385487,10.0.0.13,18.198.97.72,49933,443,304,4512,0x0018,254,121,Audio Streaming (Spotify)
1740860784.385636,10.0.0.13,18.198.97.72,49933,443,391,4512,0x0018,254,160,Audio Streaming (Spotify)
1740860784.385814,10.0.0.13,18.198.97.72,49933,443,517,4512,0x0018,254,72,Audio Streaming (Spotify)
1740860784.38595,10.0.0.13,18.198.97.72,49933,443,555,4512,0x0018,254,1758,Audio Streaming (Spotify)
1740860784.454836,18.198.97.72,10.0.0.13,443,49933,4512,555,0x0018,110,72,Audio Streaming (Spotify)
1740860784.455597,18.198.97.72,10.0.0.13,443,49933,4550,2279,0x0018,191,284,Audio Streaming (Spotify)
1740860784.455597,18.198.97.72,10.0.0.13,443,49933,4800,2279,0x0018,191,72,Audio Streaming (Spotify)
1740860784.508232,72.25.64.32,10.0.0.13,443,49932,1,205,0x0018,511,2694,Audio Streaming (Spotify)
1740860784.508232,72.25.64.32,10.0.0.13,443,49932,2661,205,0x0018,511,713,Audio Streaming (Spotify)
1740860784.511074,72.25.64.32,10.0.0.13,443,49932,3340,205,0x0018,511,376,Audio Streaming (Spotify)
1740860784.514573,10.0.0.13,72.25.64.32,49932,443,205,3682,0x0018,254,216,Audio Streaming (Spotify)
1740860784.526606,18.198.97.72,10.0.0.13,443,49933,4838,2280,0x0018,191,65,Audio Streaming (Spotify)
1740860784.744551,72.25.64.32,10.0.0.13,443,49932,3682,387,0x0018,511,40,Audio Streaming (Spotify)
1740860784.744551,72.25.64.32,10.0.0.13,443,49932,3688,387,0x0018,511,135,Audio Streaming (Spotify)
1740860784.745763,10.0.0.13,72.25.64.32,49932,443,387,3789,0x0018,254,407,Audio Streaming (Spotify)
1740860784.745937,10.0.0.13,72.25.64.32,49932,443,760,3789,0x0018,254,679,Audio Streaming (Spotify)
1740860784.979922,72.25.64.32,10.0.0.13,443,49932,3789,1405,0x0018,512,423,Audio Streaming (Spotify)
1740860784.980065,10.0.0.13,72.25.64.32,49932,443,1405,4178,0x0018,252,119,Audio Streaming (Spotify)
1740860784.980564,72.25.64.32,10.0.0.13,443,49932,4178,1405,0x0011,512,119,Audio Streaming (Spotify)
1740860785.190133,10.0.0.13,66.235.152.225,49935,443,1,1,0x0018,255,551,Audio Streaming (Spotify)
1740860785.266852,66.235.152.225,10.0.0.13,443,49935,1,518,0x0018,486,2856,Audio Streaming (Spotify)
1740860785.266852,66.235.152.225,10.0.0.13,443,49935,2823,518,0x0018,486,650,Audio Streaming (Spotify)
1740860785.286964,10.0.0.13,66.235.152.225,49935,443,518,3439,0x0018,255,98,Audio Streaming (Spotify)
1740860785.287225,10.0.0.13,66.235.152.225,49935,443,582,3439,0x0018,255,120,Audio Streaming (Spotify)
1740860785.287471,10.0.0.13,66.235.152.225,49935,443,668,3439,0x0018,255,700,Audio Streaming (Spotify)
1740860785.364264,66.235.152.225,10.0.0.13,443,49935,3439,1334,0x0018,480,561,Audio Streaming (Spotify)
1740860785.364707,10.0.0.13,66.235.152.225,49935,443,1334,3966,0x0018,253,65,Audio Streaming (Spotify)
1740860785.374711,66.235.152.225,10.0.0.13,443,49935,3966,1334,0x0018,480,663,Audio Streaming (Spotify)
1740860786.831608,10.0.0.13,72.25.64.32,49954,443,1,1,0x0018,255,238,Audio Streaming (Spotify)
1740860787.053956,72.25.64.32,10.0.0.13,443,49954,1,205,0x0018,511,2474,Audio Streaming (Spotify)
1740860787.053956,72.25.64.32,10.0.0.13,443,49954,2441,205,0x0018,511,933,Audio Streaming (Spotify)
1740860787.054197,72.25.64.32,10.0.0.13,443,49954,3340,205,0x0018,511,376,Audio Streaming (Spotify)
1740860787.058161,10.0.0.13,72.25.64.32,49954,443,205,3682,0x0018,254,216,Audio Streaming (Spotify)
1740860787.279116,72.25.64.32,10.0.0.13,443,49954,3682,387,0x0018,511,40,Audio Streaming (Spotify)
1740860787.279116,72.25.64.32,10.0.0.13,443,49954,3688,387,0x0018,511,135,Audio Streaming (Spotify)
1740860787.280713,10.0.0.13,72.25.64.32,49954,443,387,3789,0x0018,254,407,Audio Streaming (Spotify)
1740860787.281004,10.0.0.13,72.25.64.32,49954,443,760,3789,0x0018,254,1031,Audio Streaming (Spotify)
1740860787.51281,72.25.64.32,10.0.0.13,443,49954,3789,1757,0x0018,512,423,Audio Streaming (Spotify)
1740860787.513021,72.25.64.32,10.0.0.13,443,49954,4178,1757,0x0011,512,119,Audio Streaming (Spotify)
1740860787.513132,10.0.0.13,72.25.64.32,49954,443,1757,4264,0x0018,252,119,Audio Streaming (Spotify)
1740860788.352212,72.246.151.160,10.0.0.13,443,49758,1,1,0x0018,502,58,Audio Streaming (Spotify)
1740860788.586281,23.195.8.186,10.0.0.13,443,49763,1,1,0x0018,501,58,Audio Streaming (Spotify)
1740860789.228258,10.0.0.13,18.198.97.72,49962,443,1,1,0x0018,255,244,Audio Streaming (Spotify)
1740860789.298235,18.198.97.72,10.0.0.13,443,49962,1,211,0x0010,110,4267,Audio Streaming (Spotify)
1740860789.298235,18.198.97.72,10.0.0.13,443,49962,4234,211,0x0018,110,40,Audio Streaming (Spotify)
1740860789.301046,10.0.0.13,18.198.97.72,49962,443,211,4239,0x0018,255,127,Audio Streaming (Spotify)
1740860789.370079,18.198.97.72,10.0.0.13,443,49962,4239,304,0x0018,110,238,Audio Streaming (Spotify)
1740860789.370079,18.198.97.72,10.0.0.13,443,49962,4443,304,0x0018,110,103,Audio Streaming (Spotify)
1740860789.372318,10.0.0.13,18.198.97.72,49962,443,304,4512,0x0018,254,121,Audio Streaming (Spotify)
1740860789.372443,10.0.0.13,18.198.97.72,49962,443,391,4512,0x0018,254,160,Audio Streaming (Spotify)
1740860789.372545,10.0.0.13,18.198.97.72,49962,443,517,4512,0x0018,254,72,Audio Streaming (Spotify)
1740860789.372638,10.0.0.13,18.198.97.72,49962,443,555,4512,0x0018,254,1719,Audio Streaming (Spotify)
1740860789.441945,18.198.97.72,10.0.0.13,443,49962,4512,517,0x0018,110,72,Audio Streaming (Spotify)
1740860789.452507,18.198.97.72,10.0.0.13,443,49962,4550,2240,0x0018,191,284,Audio Streaming (Spotify)
1740860789.452507,18.198.97.72,10.0.0.13,443,49962,4800,2240,0x0018,191,72,Audio Streaming (Spotify)
1740860789.529075,18.198.97.72,10.0.0.13,443,49962,4838,2241,0x0018,191,65,Audio Streaming (Spotify)
1740860790.273494,10.0.0.13,34.120.195.249,49965,443,1,1,0x0018,255,1767,Audio Streaming (Spotify)
1740860790.282614,34.120.195.249,10.0.0.13,443,49965,1,1734,0x0010,1047,1445,Audio Streaming (Spotify)
1740860790.282614,34.120.195.249,10.0.0.13,443,49965,1412,1734,0x0010,1047,1445,Audio Streaming (Spotify)
1740860790.282614,34.120.195.249,10.0.0.13,443,49965,2823,1734,0x0018,1047,749,Audio Streaming (Spotify)
1740860790.357223,10.0.0.13,34.120.195.249,49965,443,1734,3538,0x0018,255,98,Audio Streaming (Spotify)
1740860790.358189,10.0.0.13,34.120.195.249,49965,443,1798,3538,0x0018,255,126,Audio Streaming (Spotify)
1740860790.364809,34.120.195.249,10.0.0.13,443,49965,3538,1890,0x0018,1047,620,Audio Streaming (Spotify)
1740860790.364809,34.120.195.249,10.0.0.13,443,49965,4124,1890,0x0018,1047,65,Audio Streaming (Spotify)
1740860790.364979,10.0.0.13,34.120.195.249,49965,443,1890,4155,0x0018,253,65,Audio Streaming (Spotify)
1740860790.67172,20.190.147.8,10.0.0.13,443,49740,1,1,0x0010,16382,5678,Audio Streaming (Spotify)
1740860790.672077,20.190.147.8,10.0.0.13,443,49740,5645,1,0x0010,16382,11322,Audio Streaming (Spotify)
1740860790.672077,20.190.147.8,10.0.0.13,443,49740,16933,1,0x0018,16382,991,Audio Streaming (Spotify)
1740860791.074957,10.0.0.13,72.25.64.32,49966,443,1,1,0x0018,255,551,Audio Streaming (Spotify)
1740860791.157581,10.0.0.13,20.190.147.8,49739,443,1,1,0x0018,255,326,Audio Streaming (Spotify)
1740860791.157731,10.0.0.13,20.190.147.8,49739,443,293,1,0x0018,255,7094,Audio Streaming (Spotify)
1740860791.303283,72.25.64.32,10.0.0.13,443,49966,1,518,0x0018,508,2694,Audio Streaming (Spotify)
1740860791.303283,72.25.64.32,10.0.0.13,443,49966,2661,518,0x0018,508,713,Audio Streaming (Spotify)
1740860791.304844,72.25.64.32,10.0.0.13,443,49966,3340,518,0x0018,508,376,Audio Streaming (Spotify)
1740860791.311704,10.0.0.13,72.25.64.32,49966,443,518,3682,0x0018,254,160,Audio Streaming (Spotify)
1740860791.31228,10.0.0.13,72.25.64.32,49966,443,644,3682,0x0018,254,551,Audio Streaming (Spotify)
1740860791.312377,10.0.0.13,72.25.64.32,49966,443,1161,3682,0x0018,254,1151,Audio Streaming (Spotify)
1740860791.356343,20.190.147.8,10.0.0.13,443,49739,1,7353,0x0010,16381,16966,Audio Streaming (Spotify)
1740860791.356343,20.190.147.8,10.0.0.13,443,49739,16933,7353,0x0018,16381,1395,Audio Streaming (Spotify)
1740860791.539535,72.25.64.32,10.0.0.13,443,49966,3682,1161,0x0018,506,40,Audio Streaming (Spotify)
1740860791.540956,72.25.64.32,10.0.0.13,443,49966,3688,1161,0x0018,506,79,Audio Streaming (Spotify)
1740860791.554777,72.25.64.32,10.0.0.13,443,49966,3733,2278,0x0018,509,411,Audio Streaming (Spotify)
1740860806.207416,10.0.0.13,20.190.147.8,49745,443,6898,17398,0x0018,255,326,Audio Streaming (Spotify)
1740860806.207539,10.0.0.13,20.190.147.8,49745,443,7190,17398,0x0018,255,6707,Audio Streaming (Spotify)
1740860806.428149,20.190.147.8,10.0.0.13,443,49745,17398,13863,0x0010,16382,16966,Audio Streaming (Spotify)
1740860806.428149,20.190.147.8,10.0.0.13,443,49745,34330,13863,0x0018,16382,647,Audio Streaming (Spotify)
1740860807.8158,10.0.0.13,40.69.75.248,49969,443,1,1,0x0018,255,249,Audio Streaming (Spotify)
1740860807.897709,40.69.75.248,10.0.0.13,443,49969,1,216,0x0010,2049,1445,Audio Streaming (Spotify)
1740860807.897709,40.69.75.248,10.0.0.13,443,49969,1412,216,0x0018,2049,1055,Audio Streaming (Spotify)
1740860807.90677,10.0.0.13,40.69.75.248,49969,443,216,2433,0x0018,255,192,Audio Streaming (Spotify)
1740860807.988136,40.69.75.248,10.0.0.13,443,49969,2433,374,0x0018,2048,85,Audio Streaming (Spotify)
1740860807.988303,40.69.75.248,10.0.0.13,443,49969,2484,374,0x0018,2048,103,Audio Streaming (Spotify)
1740860808.004369,10.0.0.13,40.69.75.248,49969,443,374,2553,0x0018,255,121,Audio Streaming (Spotify)
1740860808.004531,10.0.0.13,40.69.75.248,49969,443,461,2553,0x0018,255,208,Audio Streaming (Spotify)
1740860808.00475,10.0.0.13,40.69.75.248,49969,443,635,2553,0x0018,255,72,Audio Streaming (Spotify)
1740860808.0845,40.69.75.248,10.0.0.13,443,49969,2553,673,0x0018,2047,72,Audio Streaming (Spotify)
1740860808.087891,40.69.75.248,10.0.0.13,443,49969,2591,673,0x0018,2047,611,Audio Streaming (Spotify)
1740860808.136081,10.0.0.13,23.195.9.197,49972,443,1,1,0x0018,255,251,Audio Streaming (Spotify)
1740860808.141388,23.195.9.197,10.0.0.13,443,49972,1,218,0x0018,501,2856,Audio Streaming (Spotify)
1740860808.141388,23.195.9.197,10.0.0.13,443,49972,2823,218,0x0018,501,1308,Audio Streaming (Spotify)
1740860808.143233,23.195.9.197,10.0.0.13,443,49972,4097,218,0x0010,501,1445,Audio Streaming (Spotify)
1740860808.14571,23.195.9.197,10.0.0.13,443,49972,5508,218,0x0018,501,528,Audio Streaming (Spotify)
1740860808.155367,10.0.0.13,23.195.9.197,49972,443,218,6002,0x0018,255,160,Audio Streaming (Spotify)
1740860808.160179,23.195.9.197,10.0.0.13,443,49972,6002,344,0x0018,501,324,Audio Streaming (Spotify)
1740860808.16426,10.0.0.13,23.195.9.197,49972,443,344,6292,0x0018,254,360,Audio Streaming (Spotify)
1740860808.170261,23.195.9.197,10.0.0.13,443,49972,6292,670,0x0018,501,1376,Audio Streaming (Spotify)
1740860808.218819,10.0.0.13,23.195.9.197,49975,443,1,1,0x0018,255,251,Audio Streaming (Spotify)
1740860808.219228,10.0.0.13,23.195.9.197,49974,443,1,1,0x0018,255,251,Audio Streaming (Spotify)
1740860808.219545,10.0.0.13,23.195.9.197,49976,443,1,1,0x0018,255,251,Audio Streaming (Spotify)
1740860808.219924,10.0.0.13,23.195.9.197,49973,443,1,1,0x0018,255,251,Audio Streaming (Spotify)
1740860808.224436,23.195.9.197,10.0.0.13,443,49975,1,218,0x0018,501,2856,Audio Streaming (Spotify)
1740860808.224436,23.195.9.197,10.0.0.13,443,49975,2823,218,0x0018,501,1308,Audio Streaming (Spotify)
1740860808.225527,23.195.9.197,10.0.0.13,443,49974,1,218,0x0018,501,2856,Audio Streaming (Spotify)
1740860808.225527,23.195.9.197,10.0.0.13,443,49976,1,218,0x0018,501,2856,Audio Streaming (Spotify)
1740860808.225527,23.195.9.197,10.0.0.13,443,49974,2823,218,0x0018,501,1308,Audio Streaming (Spotify)
1740860808.225527,23.195.9.197,10.0.0.13,443,49976,2823,218,0x0018,501,1308,Audio Streaming (Spotify)
1740860808.226556,23.195.9.197,10.0.0.13,443,49973,1,218,0x0018,501,2856,Audio Streaming (Spotify)
1740860808.226556,23.195.9.197,10.0.0.13,443,49973,2823,218,0x0018,501,1308,Audio Streaming (Spotify)
1740860808.226556,23.195.9.197,10.0.0.13,443,49975,4097,218,0x0010,501,1445,Audio Streaming (Spotify)
1740860808.226556,23.195.9.197,10.0.0.13,443,49976,4097,218,0x0010,501,1445,Audio Streaming (Spotify)
1740860808.226926,23.195.9.197,10.0.0.13,443,49974,4097,218,0x0010,501,1445,Audio Streaming (Spotify)
1740860808.227764,23.195.9.197,10.0.0.13,443,49973,4097,218,0x0010,501,1445,Audio Streaming (Spotify)
1740860808.228857,23.195.9.197,10.0.0.13,443,49975,5508,218,0x0018,501,528,Audio Streaming (Spotify)
1740860808.230212,23.195.9.197,10.0.0.13,443,49974,5508,218,0x0018,501,528,Audio Streaming (Spotify)
1740860808.230212,23.195.9.197,10.0.0.13,443,49976,5508,218,0x0018,501,528,Audio Streaming (Spotify)
1740860808.231283,23.195.9.197,10.0.0.13,443,49973,5508,218,0x0018,501,528,Audio Streaming (Spotify)
1740860808.234096,10.0.0.13,23.195.9.197,49974,443,218,6002,0x0018,255,160,Audio Streaming (Spotify)
1740860808.234331,10.0.0.13,23.195.9.197,49975,443,218,6002,0x0018,255,160,Audio Streaming (Spotify)
1740860808.235261,10.0.0.13,23.195.9.197,49973,443,218,6002,0x0018,255,160,Audio Streaming (Spotify)
1740860808.235767,10.0.0.13,23.195.9.197,49976,443,218,6002,0x0018,255,160,Audio Streaming (Spotify)
1740860808.238691,23.195.9.197,10.0.0.13,443,49974,6002,344,0x0018,501,324,Audio Streaming (Spotify)
1740860808.239341,23.195.9.197,10.0.0.13,443,49975,6002,344,0x0018,501,324,Audio Streaming (Spotify)
1740860808.240127,10.0.0.13,23.195.9.197,49974,443,344,6292,0x0018,254,603,Audio Streaming (Spotify)
1740860808.240714,10.0.0.13,23.195.9.197,49975,443,344,6292,0x0018,254,603,Audio Streaming (Spotify)
1740860808.241221,23.195.9.197,10.0.0.13,443,49973,6002,344,0x0018,501,324,Audio Streaming (Spotify)
1740860808.242497,10.0.0.13,23.195.9.197,49973,443,344,6292,0x0018,254,603,Audio Streaming (Spotify)
1740860808.243372,23.195.9.197,10.0.0.13,443,49976,6002,344,0x0018,501,324,Audio Streaming (Spotify)
1740860808.244643,10.0.0.13,23.195.9.197,49976,443,344,6292,0x0018,254,603,Audio Streaming (Spotify)
1740860808.246383,23.195.9.197,10.0.0.13,443,49975,6292,913,0x0018,501,802,Audio Streaming (Spotify)
1740860808.248562,23.195.9.197,10.0.0.13,443,49973,6292,913,0x0018,501,802,Audio Streaming (Spotify)
1740860808.250595,23.195.9.197,10.0.0.13,443,49976,6292,913,0x0018,501,802,Audio Streaming (Spotify)
1740860808.256803,23.195.9.197,10.0.0.13,443,49974,6292,913,0x0018,501,802,Audio Streaming (Spotify)
1740860815.372692,66.235.152.225,10.0.0.13,443,49935,4595,1365,0x0018,480,73,Audio Streaming (Spotify)
1740860815.447375,66.235.152.225,10.0.0.13,443,49935,4634,1366,0x0018,480,58,Audio Streaming (Spotify)
1740861403.662684,206.247.58.122,10.0.0.13,443,50579,1,1,0x0010,16,40,Video Conferencing (Zoom)
1740861403.662684,206.247.58.122,10.0.0.13,443,50579,1,154,0x0010,16,40,Video Conferencing (Zoom)
1740861403.666248,206.247.58.122,10.0.0.13,443,50579,1,154,0x0018,16,84,Video Conferencing (Zoom)
1740861403.709328,10.0.0.13,206.247.58.122,50579,443,154,51,0x0010,253,34,Video Conferencing (Zoom)
1740861403.924165,206.247.58.122,10.0.0.13,443,50579,51,154,0x0018,16,160,Video Conferencing (Zoom)
1740861403.924203,10.0.0.13,206.247.58.122,50579,443,154,177,0x0010,253,34,Video Conferencing (Zoom)
1740861403.924301,10.0.0.13,206.247.58.122,50579,443,154,177,0x0018,253,84,Video Conferencing (Zoom)
1740861404.103279,206.247.58.122,10.0.0.13,443,50579,177,204,0x0010,16,40,Video Conferencing (Zoom)
1740861404.340431,10.0.0.13,206.247.58.122,50579,443,204,177,0x0018,253,72,Video Conferencing (Zoom)
1740861404.470298,206.247.58.122,10.0.0.13,443,50579,177,204,0x0018,16,83,Video Conferencing (Zoom)
1740861404.470546,10.0.0.13,206.247.58.122,50579,443,242,226,0x0018,253,101,Video Conferencing (Zoom)
1740861404.486332,206.247.58.122,10.0.0.13,443,50579,226,242,0x0010,16,40,Video Conferencing (Zoom)
1740861404.486332,206.247.58.122,10.0.0.13,443,50579,226,242,0x0018,16,72,Video Conferencing (Zoom)
1740861404.533014,10.0.0.13,206.247.58.122,50579,443,309,264,0x0010,253,34,Video Conferencing (Zoom)
1740861404.651169,206.247.58.122,10.0.0.13,443,50579,264,309,0x0010,16,40,Video Conferencing (Zoom)
1740861405.268201,10.0.0.13,206.247.58.122,50584,443,1,1,0x0018,254,72,Video Conferencing (Zoom)
1740861405.418595,206.247.58.122,10.0.0.13,443,50584,1,1,0x0018,11,83,Video Conferencing (Zoom)
1740861405.418834,10.0.0.13,206.247.58.122,50584,443,39,50,0x0018,254,101,Video Conferencing (Zoom)
1740861405.422948,206.247.58.122,10.0.0.13,443,50584,50,39,0x0010,11,40,Video Conferencing (Zoom)
1740861405.422948,206.247.58.122,10.0.0.13,443,50584,50,39,0x0018,11,72,Video Conferencing (Zoom)
1740861405.476545,10.0.0.13,206.247.58.122,50584,443,106,88,0x0010,254,34,Video Conferencing (Zoom)
1740861405.613945,206.247.58.122,10.0.0.13,443,50584,88,106,0x0010,11,40,Video Conferencing (Zoom)
1740861407.695132,10.0.0.13,206.247.58.122,50579,443,309,264,0x0018,253,237,Video Conferencing (Zoom)
1740861407.832833,206.247.58.122,10.0.0.13,443,50579,264,512,0x0010,16,40,Video Conferencing (Zoom)
1740861407.844311,206.247.58.122,10.0.0.13,443,50579,264,512,0x0018,16,84,Video Conferencing (Zoom)
1740861407.886867,10.0.0.13,206.247.58.122,50579,443,512,314,0x0010,252,34,Video Conferencing (Zoom)
1740861408.09122,10.0.0.13,206.247.58.122,50579,443,512,314,0x0018,252,72,Video Conferencing (Zoom)
1740861408.225178,206.247.58.122,10.0.0.13,443,50579,314,512,0x0018,16,83,Video Conferencing (Zoom)
1740861408.22548,10.0.0.13,206.247.58.122,50579,443,550,363,0x0018,252,101,Video Conferencing (Zoom)
1740861408.229169,206.247.58.122,10.0.0.13,443,50579,363,550,0x0018,16,72,Video Conferencing (Zoom)
1740861408.276736,10.0.0.13,206.247.58.122,50579,443,617,401,0x0010,252,34,Video Conferencing (Zoom)
1740861408.360838,206.247.58.122,10.0.0.13,443,50579,401,550,0x0018,16,123,Video Conferencing (Zoom)
1740861408.366524,10.0.0.13,206.247.58.122,50579,443,617,490,0x0018,252,84,Video Conferencing (Zoom)
1740861408.41097,206.247.58.122,10.0.0.13,443,50579,490,617,0x0010,16,40,Video Conferencing (Zoom)
1740861408.504755,206.247.58.122,10.0.0.13,443,50579,490,667,0x0010,16,40,Video Conferencing (Zoom)
